#ID	Custo	chargeO	buckZrA	buckZrRho	buckWA	buckWRho	buckOA	buckORho	buckOC	springO	3bOWO	3bOZrO	covexpWD	covexpWa	covexpWr0
9899003957054787589	500000000	0.600446705103	332.141215112	0.139935436232	8318.80772686	0.185977664513	17700.4641728	0.219372733077	76.5292292607	78.9765134335	4.78585646832	0.21037795813	9.27634706907	10.6496019432	0.771792386201
10703299133329064051	500000000	0.597406145154	6539.55807942	0.314818566416	4803.00585074	0.101931549303	11034.0513416	0.255747728735	11.8279031309	8.68826644349	0.95265051765	1.98550322872	5.52553454765	42.1612583226	0.865029034757
3244319234045489832	500000000	0.255584593219	9379.90319227	0.232416030609	8546.49816556	0.233444856905	26129.9899947	0.839135627563	58.6682571977	51.9631946493	0.523096122005	0.551084424685	8.70518379333	47.9452736639	0.690240767936
14333024924485025120	500000000	0.491368894109	3795.62439636	0.183172056545	6682.97086929	0.389297826579	9281.56657174	0.167717808847	7.08257375959	59.535603311	0.261039079517	0.763634765639	6.42169964749	43.4029000423	0.157845479118
8692841334368544457	500000000	0.511099178232	3067.81268443	0.300146101315	4068.95018452	0.31290894371	17049.5643857	0.554624360888	74.1976095533	70.5792973728	3.10484250201	1.35993530663	2.08798170784	32.5889213036	1.71222691385
4114504655452203346	500000000	0.197408068044	4192.45863469	0.154841813585	720.969470384	0.303402376499	13372.6341996	0.631709510936	23.9917316213	16.7794134945	0.3921797741	4.93729931749	2.68723104565	11.7696765937	1.2454896525
16137265766214686723	500000000	0.690449421589	4532.35532552	0.196374431273	6787.3849919	0.16146428943	26695.8011377	0.731212810314	30.3497892479	65.3804249132	3.93724931589	1.77147241188	3.06218362832	25.4389990032	0.433290603908
17083959897956117118	500000000	0.322557497678	1245.43944596	0.306592893958	2763.5510959	0.411187519444	14556.1577249	0.688372909258	27.1649865558	61.3979945105	2.29088711403	4.39296687725	4.28944104664	29.9434083713	0.722621193166
15525829059272015516	500000000	0.734248583822	7562.54652634	0.207465860959	6516.33745742	0.478819882631	21611.2141917	0.146585582186	26.4176238058	39.6225311147	4.02451197149	2.49752624536	8.31614583541	43.0145055049	2.624784485
5852134651816898348	500000000	0.951677776415	2495.9372027	0.215467200932	1146.70724971	0.356610536263	28080.1914324	0.823991300441	3.62838047341	33.8743139408	4.91142586414	3.83933390308	5.63537739879	47.4500733261	1.53708054751
17080582555396070912	500000000	0.804185620114	8344.62018571	0.231158597564	5733.32176253	0.400258928605	12429.3709535	0.568823078917	31.5660302018	56.4582043642	1.45357526095	2.7493993573	4.07365845347	44.2713497829	0.991659185658
2970151992990842195	500000000	0.0467223280567	906.552646758	0.387310398229	8734.00793586	0.261013995829	12744.4891465	0.586075993158	44.9861494667	41.0512324555	4.78292780199	2.67229335684	2.94352335267	27.0662812578	1.10766861094
2333490177941013963	500000000	0.228129546286	2773.16996528	0.376909994248	1871.98976793	0.371317168904	24606.9727438	0.650155105054	67.1770609485	36.2722124139	4.69005305372	3.34917925139	8.12426096509	24.1641122606	1.38626582379
2966037621638269395	500000000	0.937658049633	5971.72270469	0.142869383368	2328.39145354	0.458977708651	16441.3634434	0.134749471737	78.8400941747	13.2580327471	1.53770282839	4.80289336613	6.8077435469	44.710717722	1.65062581065
613077805194458930	500000000	0.29800445042	7256.24043649	0.360430277695	7358.59002143	0.330169385447	23727.9451557	0.121616374106	64.3379729668	46.8888778419	3.77755245521	0.289897548308	1.22352327496	16.2261866471	0.243276466358
15618746270241212607	500000000	0.871635332333	7988.28095398	0.177610716247	9483.75367823	0.111138313623	20692.6602087	0.454722074998	84.7034783049	52.9195419206	1.89727223619	1.58166190262	5.31233018854	45.7036063193	0.293542342672
11396088948430403782	500000000	0.26255327046	2057.38253126	0.128320548069	9256.6805886	0.14303608047	8882.53623296	0.527855300343	16.2753615389	42.9742633887	2.84416130219	0.414736453854	7.44195828043	26.331319119	2.97092186113
8587694534511265468	500000000	0.181494574684	1087.82387239	0.435150296636	5917.47865718	0.449417131107	8356.03727805	0.817862867457	57.5198687889	88.1152893334	4.44874893394	3.06773268382	1.02517925386	24.6465290097	1.89964580002
5192741720427776056	500000000	0.891306848926	5011.21265661	0.168561278873	1797.63598455	0.241951582064	21077.9075092	0.514855967968	55.9488726286	77.1304408112	2.99317057542	0.843415454805	4.82693057554	49.2824203168	2.94384182311
17893262226576094451	500000000	0.438118512067	9527.13822588	0.110124348628	6942.1226612	0.125716601772	14009.162502	0.876133424373	1.09034199764	17.2960811026	4.55763780759	2.34551313718	2.66661411218	24.9877204191	2.84308640703
4665912871229841784	500000000	0.859752086498	9227.81862573	0.318946869796	7728.58217938	0.282057683098	27754.6831398	0.18481161919	21.0594530381	24.5236903401	2.56113806237	1.65915214185	7.18411631673	41.5226004122	1.93827822625
870664787975028537	500000000	0.479492222726	2704.10638066	0.449787388014	6042.27432277	0.472361255982	19589.8964557	0.365728661244	14.833801952	29.4931694584	1.76371040174	3.94087307318	1.28729211521	31.443640831	0.341178392684
18341166655701431881	500000000	0.148187984299	70.7318339786	0.11354516435	7600.57847269	0.382539384947	2135.4163547	0.646344061258	47.4160710017	57.7757570511	1.10387100997	1.26546235866	7.87945294874	33.0042414921	2.65444156159
16464667299328687874	500000000	0.585551995843	5251.61764619	0.469702631691	7461.54696868	0.336507543606	9497.95633863	0.322660107747	52.0262216976	66.515344689	4.19297959482	3.66076057966	3.63114013942	19.0185622736	1.73717409616
16300328995044925349	500000000	0.0157296421904	2919.99408473	0.365160566747	1549.13327578	0.417673449785	4111.41004746	0.389203205695	95.8207531184	21.382423759	0.690790842435	4.48617212087	3.32298627652	22.2951646211	1.57793032942
8715517373749165176	500000000	0.517511786299	5398.2046103	0.299769646048	8971.28039456	0.118123130439	5639.2687376	0.268559105069	9.33776723717	89.6106446657	4.95700902539	0.434217885474	1.7572436108	19.7101395066	1.97238525314
6464946959846128699	500000000	0.961947791532	9581.29884982	0.410897435586	6428.47160502	0.254526914549	24984.4220532	0.303453086678	6.24719033733	26.0571875148	2.71900259621	3.6113889785	2.85535377261	36.6635421829	2.42422059275
14169577686134348429	500000000	0.710593036802	8269.33531906	0.242340785819	797.022763279	0.148347360444	1167.86415601	0.107910205203	61.7304033407	50.4803024139	4.63556983485	3.19912522534	5.92379770416	27.2167269183	1.43828187299
11546538413410451809	500000000	0.786362072398	3487.76946481	0.120845239289	8627.9008668	0.112577261755	29848.1048955	0.84486012056	22.8069665735	12.1419539256	2.39661781731	4.25194718294	6.54225337905	20.002667753	2.54031486565
1986221543502922357	500000000	0.168846409187	4748.76286641	0.407879135915	5260.25759963	0.184321698988	22964.0819238	0.557596628632	35.8460716108	44.0469150413	1.04996534684	4.35562358149	2.53512249343	27.8447277698	1.33721936269
